trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
130,False,"{'a': 0.05, 'e': 0.2725317930340126}",30,7,-27.265065453329782,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
131,False,"{'a': 0.05, 'e': 0.26982005638468687}",25,16,16.945483453538664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.05, 'e': 0.2671353019658504}",30,15,-21.41861350488922,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
133,False,"{'a': 0.05, 'e': 0.26447726129982396}",25,0,9.997539080564172,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
134,False,"{'a': 0.05, 'e': 0.261845668580326}",25,10,22.932407051746647,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.05, 'e': 0.2592402606458915}",30,0,-158.13173538192294,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 4}",0
136,False,"{'a': 0.05, 'e': 0.2566607769535559}",25,10,-14.00066453267156,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
137,False,"{'a': 0.05, 'e': 0.25410695955280027}",20,0,-14.838077867519354,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
138,False,"{'a': 0.05, 'e': 0.2515785530597565}",30,12,-10.004251050234366,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,False,"{'a': 0.05, 'e': 0.2490753046316682}",30,0,16.905869460613467,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
140,False,"{'a': 0.05, 'e': 0.24659696394160646}",20,4,-69.65535815412164,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
141,False,"{'a': 0.05, 'e': 0.2441432831534371}",20,9,-7.134304695433534,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
142,False,"{'a': 0.05, 'e': 0.24171401689703648}",25,0,22.20462625022468,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.05, 'e': 0.23930892224375455}",20,0,-1.0811700287793096,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
144,False,"{'a': 0.05, 'e': 0.2369277586821218}",25,16,16.90042595550292,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.05, 'e': 0.23457028809379768}",20,0,-1.3209868449287274,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
146,False,"{'a': 0.05, 'e': 0.23223627472975886}",25,10,-37.461278621508264,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
147,False,"{'a': 0.05, 'e': 0.22992548518672387}",20,4,21.058597173460615,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.05, 'e': 0.22763768838381276}",20,14,9.517987933181347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.05, 'e': 0.22537265553943875}",25,10,0.384895798416762,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.05, 'e': 0.22313016014842985}",20,3,33.276520760218446,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.05, 'e': 0.22090997795937822}",20,9,-23.875554650109994,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
152,False,"{'a': 0.05, 'e': 0.21871188695221477}",20,6,-25.134773262625135,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
153,False,"{'a': 0.05, 'e': 0.21653566731600707}",30,0,27.254405122126016,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
154,False,"{'a': 0.05, 'e': 0.21438110142697797}",25,17,2.5015659236306504,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.05, 'e': 0.21224797382674307}",30,14,-13.472537990591368,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.05, 'e': 0.21013607120076475}",25,7,9.441823193374256,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
157,False,"{'a': 0.05, 'e': 0.20804518235702046}",25,17,-28.052655697262683,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.05, 'e': 0.20597509820488347}",20,5,-16.98574126559907,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
159,False,"{'a': 0.05, 'e': 0.20392561173421345}",30,0,-47.46468874097396,"{0: 26, 1: 1, 2: 0, 3: 2, 4: 1}",0
160,False,"{'a': 0.05, 'e': 0.2018965179946554}",20,8,21.220452852157283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.05, 'e': 0.1998876140751445}",25,18,12.39545562654052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.05, 'e': 0.19789869908361468}",25,9,-21.209533666638155,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.05, 'e': 0.19592957412690934}",20,11,17.870247612769106,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.05, 'e': 0.19398004229089189}",20,5,14.839225533537576,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.05, 'e': 0.1920499086207541}",20,8,-1.019378029049014,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
166,False,"{'a': 0.05, 'e': 0.19013898010152053}",20,8,-30.399175649818797,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
167,False,"{'a': 0.05, 'e': 0.1882470656387468}",20,2,33.55863943442161,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.05, 'e': 0.18637397603941}",20,9,18.388367942012472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.05, 'e': 0.1845195239929893}",20,0,25.290225272739935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
170,False,"{'a': 0.05, 'e': 0.18268352405273466}",20,13,13.649341134451761,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
